UniProt AC,UniProt ID,Amino Acids,UniProt RecName,UniProt Keywords,Source,SimChrom
Q92547,TOPB1_HUMAN,1522,DNA topoisomerase 2-binding protein 1 {ECO:0000305},3D-structure; Chromosome; Cytoplasm; Cytoskeleton; DNA damage; DNA repair;DNA-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat;Ubl conjugation.,Gene Ontology,DNA replication;DNA repair;DNA recombination
Q9NPG3,UBN1_HUMAN,1134,Ubinuclein-1,3D-structure; Acetylation; Alternative splicing; Cell junction;Chromatin regulator; Coiled coil; DNA-binding; Host-virus interaction;Nucleus; Phosphoprotein; Reference proteome; Tight junction.,Gene Ontology,Histone chaperones
Q15631,TSN_HUMAN,228,Translin,3D-structure; Acetylation; Alternative splicing; Cytoplasm; DNA-binding;Endonuclease; Hydrolase; Nuclease; Nucleus; Phosphoprotein;Reference proteome; RNA-binding.,Gene Ontology,
Q02080,MEF2B_HUMAN,365,Myocyte-specific enhancer factor 2B,3D-structure; Activator; Alternative splicing; DNA-binding; Nucleus;Reference proteome; Transcription; Transcription regulation.,Gene Ontology,DNA-binding transcription factors
P28069,PIT1_HUMAN,291,Pituitary-specific positive transcription factor 1,3D-structure; Activator; Alternative splicing; Disease variant;DNA-binding; Dwarfism; Homeobox; Nucleus; Reference proteome;Transcription; Transcription regulation.,Gene Ontology,DNA-binding transcription factors
Q9ULR0,ISY1_HUMAN,285,Pre-mRNA-splicing factor ISY1 homolog,3D-structure; Acetylation; Alternative splicing; mRNA processing;mRNA splicing; Nucleus; Phosphoprotein; Reference proteome; Spliceosome.,Gene Ontology,
Q99700,ATX2_HUMAN,1313,Ataxin-2,3D-structure; Alternative splicing; Amyotrophic lateral sclerosis;Cytoplasm; Isopeptide bond; Methylation; Neurodegeneration; Parkinsonism;Phosphoprotein; Reference proteome; Spinocerebellar ataxia;Triplet repeat expansion; Ubl conjugation.,Gene Ontology,
Q9Y6Q9,NCOA3_HUMAN,1424,Nuclear receptor coactivator 3,3D-structure; Acetylation; Activator; Acyltransferase;Alternative splicing; Cytoplasm; Methylation; Nucleus; Phosphoprotein;Reference proteome; Repeat; Transcription; Transcription regulation;Transferase.,Gene Ontology,Histone modification;Histone PTM writers
Q96I51,RCC1L_HUMAN,464,RCC1-like G exchanging factor-like protein,3D-structure; Alternative splicing; GTP-binding;Guanine-nucleotide releasing factor; Membrane; Mitochondrion;Mitochondrion inner membrane; Nucleotide-binding; Reference proteome;Repeat; RNA-binding; rRNA-binding; Transit peptide;Williams-Beuren syndrome.,Gene Ontology,
O00567,NOP56_HUMAN,594,Nucleolar protein 56,3D-structure; Acetylation; Cytoplasm; Direct protein sequencing;Isopeptide bond; Methylation; Neurodegeneration; Nucleus; Phosphoprotein;Reference proteome; Ribonucleoprotein; Ribosome biogenesis;Spinocerebellar ataxia; Ubl conjugation.,Gene Ontology,Preribosome-associated
Q9NVC6,MED17_HUMAN,651,Mediator of RNA polymerase II transcription subunit 17,3D-structure; Activator; Alternative splicing; Direct protein sequencing;Disease variant; Nucleus; Reference proteome; Transcription;Transcription regulation.,Gene Ontology,Regulation of transcription;DNA-templated transcription
P82912,RT11_HUMAN,194,Small ribosomal subunit protein uS11m {ECO:0000303|PubMed:25838379},3D-structure; Alternative splicing; Mitochondrion; Reference proteome;Ribonucleoprotein; Ribosomal protein; Transit peptide.,Gene Ontology,
Q9H9J2,RM44_HUMAN,332,Large ribosomal subunit protein mL44 {ECO:0000303|PubMed:25278503},3D-structure; Disease variant; Endonuclease; Hydrolase; Mitochondrion;Nuclease; Primary mitochondrial disease; Reference proteome;Ribonucleoprotein; Ribosomal protein; RNA-binding; Transit peptide.,Gene Ontology,
Q13342,SP140_HUMAN,867,Nuclear body protein SP140 {ECO:0000312|HGNC:HGNC:17133},3D-structure; Alternative splicing; Bromodomain; Cytoplasm; DNA-binding;Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Zinc;Zinc-finger.,Gene Ontology,DNA-binding transcription factors
Q9BUQ8,DDX23_HUMAN,820,Probable ATP-dependent RNA helicase DDX23 {ECO:0000305},3D-structure; Alternative splicing; ATP-binding; Chromosome;Direct protein sequencing; Helicase; Hydrolase; Isopeptide bond;mRNA processing; mRNA splicing; Nucleotide-binding; Nucleus;Phosphoprotein; Reference proteome; Spliceosome; Ubl conjugation.,Gene Ontology,RNA processing
O75469,NR1I2_HUMAN,434,Nuclear receptor subfamily 1 group I member 2,3D-structure; Activator; Alternative splicing; DNA-binding; Metal-binding;Nucleus; Receptor; Reference proteome; Transcription;Transcription regulation; Zinc; Zinc-finger.,Gene Ontology,Nuclear hormone receptors;DNA-binding transcription factors
Q96LT9,RNPC3_HUMAN,517,RNA-binding region-containing protein 3,3D-structure; Alternative splicing; Disease variant; Dwarfism;mRNA processing; mRNA splicing; Nucleus; Phosphoprotein;Reference proteome; Repeat; RNA-binding; Spliceosome.,Gene Ontology,
Q9H040,SPRTN_HUMAN,489,DNA-dependent metalloprotease SPRTN {ECO:0000305},3D-structure; Acetylation; Alternative splicing; Autocatalytic cleavage;Chromosome; Disease variant; DNA damage; DNA repair; Hydrolase;Isopeptide bond; Metal-binding; Metalloprotease; Nucleus; Phosphoprotein;Protease; Reference proteome; Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,DNA repair
P51153,RAB13_HUMAN,203,Ras-related protein Rab-13,Cell junction; Cell membrane; Cell projection; Cytoplasmic vesicle;Endosome; Golgi apparatus; GTP-binding; Isopeptide bond; Lipoprotein;Membrane; Methylation; Nucleotide-binding; Phosphoprotein; Prenylation;Protein transport; Reference proteome; Tight junction; Transport;Ubl conjugation.,BioGRID,
Q13029,PRDM2_HUMAN,1718,PR domain zinc finger protein 2,3D-structure; Activator; Alternative initiation; Alternative splicing;DNA-binding; Isopeptide bond; Metal-binding; Methyltransferase; Nucleus;Phosphoprotein; Reference proteome; Repeat; S-adenosyl-L-methionine;Transcription; Transcription regulation; Transferase; Ubl conjugation;Zinc; Zinc-finger.,Gene Ontology,Histone modification;Histone PTM writers;DNA-binding transcription factors
P35869,AHR_HUMAN,848,Aryl hydrocarbon receptor {ECO:0000303|PubMed:8393992},3D-structure; Acetylation; Activator; ADP-ribosylation; Biological rhythms;Cell cycle; Cytoplasm; DNA-binding; Nucleus; Receptor; Reference proteome;Repeat; Repressor; Retinitis pigmentosa; Transcription;Transcription regulation.,Gene Ontology,Nuclear hormone receptors;DNA-binding transcription factors
Q15645,PCH2_HUMAN,432,Pachytene checkpoint protein 2 homolog,3D-structure; Acetylation; Alternative splicing; ATP-binding;Differentiation; Disease variant; Meiosis; Nucleotide-binding; Oogenesis;Reference proteome; Spermatogenesis.,BioGRID,DNA repair;DNA recombination;DNA-templated transcription
Q9BTC0,DIDO1_HUMAN,2240,Death-inducer obliterator 1,3D-structure; Acetylation; Alternative splicing; Apoptosis; Cytoplasm;Cytoskeleton; Direct protein sequencing; Isopeptide bond; Metal-binding;Methylation; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation;Zinc; Zinc-finger.,Gene Ontology,
P14625,ENPL_HUMAN,803,Endoplasmin,3D-structure; Acetylation; ATP-binding; Calcium; Chaperone;Direct protein sequencing; Disulfide bond; Endoplasmic reticulum;Glycoprotein; Hydroxylation; Nucleotide-binding; Phosphoprotein;Reference proteome; Sarcoplasmic reticulum; Signal.,Gene Ontology,
P16401,H15_HUMAN,226,Histone H1.5,3D-structure; Acetylation; Chromosome; Citrullination;Direct protein sequencing; DNA-binding; Hydroxylation; Methylation;Nucleus; Phosphoprotein; Reference proteome.,Gene Ontology,Histones
P16104,H2AX_HUMAN,143,Histone H2AX,3D-structure; Acetylation; Cell cycle; Chromosome; DNA damage;DNA recombination; DNA repair; DNA-binding; Host-virus interaction;Isopeptide bond; Meiosis; Nucleosome core; Nucleus; Phosphoprotein;Reference proteome; Ubl conjugation.,Gene Ontology,Histones
P36897,TGFR1_HUMAN,503,TGF-beta receptor type-1,3D-structure; Alternative splicing; Aortic aneurysm; Apoptosis;ATP-binding; Cell junction; Cell membrane; Craniosynostosis;Differentiation; Direct protein sequencing; Disease variant;Disulfide bond; Glycoprotein; Growth regulation; Isopeptide bond; Kinase;Magnesium; Manganese; Membrane; Metal-binding; Nucleotide-binding;Phosphoprotein; Receptor; Reference proteome;Serine/threonine-protein kinase; Signal; Tight junction; Transferase;Transmembrane; Transmembrane helix; Ubl conjugation.,Gene Ontology,
P56192,SYMC_HUMAN,900,"Methionine--tRNA ligase, cytoplasmic",3D-structure; Alternative splicing; Aminoacyl-tRNA synthetase; ATP-binding;Charcot-Marie-Tooth disease; Cytoplasm; Disease variant;Hereditary spastic paraplegia; Ligase; Neurodegeneration; Neuropathy;Nucleotide-binding; Nucleus; Phosphoprotein; Protein biosynthesis;Reference proteome; RNA-binding; tRNA-binding.,Gene Ontology,
Q15366,PCBP2_HUMAN,365,Poly(rC)-binding protein 2 {ECO:0000303|PubMed:7607214},3D-structure; Alternative splicing; Antiviral defense; Cytoplasm;Direct protein sequencing; DNA-binding; Host-virus interaction; Immunity;Innate immunity; Isopeptide bond; Nucleus; Phosphoprotein;Reference proteome; Repeat; Ribonucleoprotein; RNA-binding;Ubl conjugation; Viral RNA replication.,Gene Ontology,
P55769,NH2L1_HUMAN,128,"NHP2-like protein 1, N-terminally processed",3D-structure; Acetylation; Direct protein sequencing; mRNA processing;mRNA splicing; Nucleus; Phosphoprotein; Reference proteome;Ribonucleoprotein; RNA-binding; Spliceosome.,Gene Ontology,RNA processing;Preribosome-associated
Q9Y261,FOXA2_HUMAN,457,Hepatocyte nuclear factor 3-beta,3D-structure; Activator; Alternative splicing; Chromatin regulator;Cytoplasm; Developmental protein; DNA-binding; Nucleus; Phosphoprotein;Reference proteome; Transcription; Transcription regulation.,Gene Ontology,DNA-binding transcription factors;Pioneer TFs
O95503,CBX6_HUMAN,412,Chromobox protein homolog 6,3D-structure; Chromatin regulator; Chromosome; Nucleus; Phosphoprotein;Reference proteome; Repressor; Transcription; Transcription regulation;Ubl conjugation.,Gene Ontology,Histone PTM readers;Heterochromatin-associated
Q14188,TFDP2_HUMAN,446,Transcription factor Dp-2,3D-structure; Acetylation; Activator; Alternative splicing; Cell cycle;DNA-binding; Nucleus; Phosphoprotein; Reference proteome; Transcription;Transcription regulation.,Gene Ontology,Regulation of transcription;DNA-binding transcription factors
Q9Y535,RPC8_HUMAN,204,DNA-directed RNA polymerase III subunit RPC8,3D-structure; Alternative splicing; Antiviral defense;DNA-directed RNA polymerase; Immunity; Innate immunity; Nucleus;Reference proteome; Transcription.,Gene Ontology,RNA polymerases;DNA-templated transcription
Q9GZZ1,NAA50_HUMAN,169,N-alpha-acetyltransferase 50 {ECO:0000305},3D-structure; Acetylation; Acyltransferase; Alternative splicing;Cytoplasm; Nucleus; Phosphoprotein; Reference proteome; Transferase.,BioGRID,Histone modification
Q05048,CSTF1_HUMAN,431,Cleavage stimulation factor subunit 1,3D-structure; Direct protein sequencing; mRNA processing; Nucleus;Reference proteome; Repeat; WD repeat.,Gene Ontology,RNA processing
Q09161,NCBP1_HUMAN,790,Nuclear cap-binding protein subunit 1,3D-structure; Acetylation; Coiled coil; Cytoplasm;Direct protein sequencing; Isopeptide bond; mRNA capping; mRNA processing;mRNA splicing; mRNA transport; Nonsense-mediated mRNA decay; Nucleus;Phosphoprotein; Reference proteome; RNA-mediated gene silencing;Translation regulation; Transport; Ubl conjugation.,Gene Ontology,DNA-templated transcription
Q14814,MEF2D_HUMAN,521,Myocyte-specific enhancer factor 2D,3D-structure; Acetylation; Activator; Alternative splicing; Apoptosis;Developmental protein; Differentiation; DNA-binding; Isopeptide bond;Neurogenesis; Nucleus; Phosphoprotein; Reference proteome; Transcription;Transcription regulation; Ubl conjugation.,Gene Ontology,DNA-binding transcription factors
Q9BTL3,RAMAC_HUMAN,118,RNA guanine-N7 methyltransferase activating subunit {ECO:0000305},3D-structure; Acetylation; Methylation; mRNA capping; mRNA processing;Nucleus; Phosphoprotein; Reference proteome; RNA-binding.,Gene Ontology,RNA processing;RNA modification
Q8IU60,DCP2_HUMAN,420,m7GpppN-mRNA hydrolase {ECO:0000305},3D-structure; Alternative splicing; Cytoplasm; Hydrolase; Manganese;Metal-binding; Nonsense-mediated mRNA decay; Nucleus; Phosphoprotein;Reference proteome; RNA-binding.,Gene Ontology,
Q6MZP7,LIN54_HUMAN,749,Protein lin-54 homolog,3D-structure; Acetylation; Activator; Alternative splicing; Cell cycle;DNA-binding; Isopeptide bond; Metal-binding; Nucleus; Phosphoprotein;Reference proteome; Repressor; Transcription; Transcription regulation;Ubl conjugation; Zinc.,Gene Ontology,
P62995,TRA2B_HUMAN,288,Transformer-2 protein homolog beta {ECO:0000305},3D-structure; Acetylation; Activator; Alternative splicing;Direct protein sequencing; Isopeptide bond; Methylation; mRNA processing;mRNA splicing; Nucleus; Phosphoprotein; Reference proteome; Repressor;RNA-binding; Ubl conjugation.,Gene Ontology,RNA processing
Q9NVP1,DDX18_HUMAN,670,ATP-dependent RNA helicase DDX18,3D-structure; ATP-binding; Chromosome; Direct protein sequencing; Helicase;Hydrolase; Nucleotide-binding; Nucleus; Reference proteome; RNA-binding.,Gene Ontology,
P05198,IF2A_HUMAN,315,Eukaryotic translation initiation factor 2 subunit 1,3D-structure; Acetylation; Cytoplasm; Initiation factor; Phosphoprotein;Protein biosynthesis; Reference proteome; RNA-binding;Translation regulation.,Gene Ontology,
P49917,DNLI4_HUMAN,911,DNA ligase 4 {ECO:0000305},3D-structure; ATP-binding; Cell cycle; Cell division;Direct protein sequencing; Disease variant; DNA damage; DNA recombination;DNA repair; Ligase; Magnesium; Metal-binding; Nucleotide-binding; Nucleus;Reference proteome; Repeat; SCID.,Gene Ontology,DNA repair;Telomere-associated;DNA-modifying enzymes
P48443,RXRG_HUMAN,463,Retinoic acid receptor RXR-gamma,3D-structure; Acetylation; Cytoplasm; DNA-binding; Metal-binding; Nucleus;Receptor; Reference proteome; Transcription; Transcription regulation;Zinc; Zinc-finger.,Gene Ontology,Nuclear hormone receptors;Regulation of transcription;DNA-binding transcription factors
Q13546,RIPK1_HUMAN,671,Receptor-interacting serine/threonine-protein kinase 1,3D-structure; Alternative splicing; Apoptosis; ATP-binding; Cell membrane;Cytoplasm; Disease variant; Glycoprotein; Host-virus interaction;Inflammatory response; Isopeptide bond; Kinase; Membrane; Necrosis;Nucleotide-binding; Phosphoprotein; Reference proteome;Serine/threonine-protein kinase; Transferase; Ubl conjugation.,Gene Ontology,
Q02880,TOP2B_HUMAN,1626,DNA topoisomerase 2-beta,3D-structure; Acetylation; Alternative splicing; ATP-binding;Autism spectrum disorder; Disease variant; DNA-binding; Isomerase;Isopeptide bond; Magnesium; Metal-binding; Nucleotide-binding; Nucleus;Phosphoprotein; Reference proteome; Topoisomerase; Ubl conjugation.,Gene Ontology,DNA recombination;Heterochromatin-associated;DNA-modifying enzymes
Q5JTJ3,COA6_HUMAN,125,Cytochrome c oxidase assembly factor 6 homolog,3D-structure; Acetylation; Alternative splicing; Disease variant;Disulfide bond; Mitochondrion; Primary mitochondrial disease;Reference proteome.,Gene Ontology,
P32780,TF2H1_HUMAN,548,General transcription factor IIH subunit 1,3D-structure; Acetylation; Alternative splicing; DNA damage; DNA repair;Host-virus interaction; Nucleus; Phosphoprotein; Reference proteome;Repeat; Transcription; Transcription regulation.,Gene Ontology,DNA repair;Regulation of transcription;General TFs;DNA-templated transcription
Q9H4Q4,PRD12_HUMAN,367,PR domain zinc finger protein 12,3D-structure; Disease variant; DNA-binding; Metal-binding;Methyltransferase; Neurodegeneration; Neuropathy; Nucleus;Reference proteome; Repeat; S-adenosyl-L-methionine; Transcription;Transcription regulation; Transferase; Triplet repeat expansion; Zinc;Zinc-finger.,Gene Ontology,
P01100,FOS_HUMAN,380,Protein c-Fos {ECO:0000305},3D-structure; Alternative splicing; Cytoplasm; DNA-binding;Endoplasmic reticulum; Isopeptide bond; Nucleus; Phosphoprotein;Proto-oncogene; Reference proteome; Ubl conjugation.,Gene Ontology,Regulation of transcription;DNA-binding transcription factors;DNA-templated transcription
P25398,RS12_HUMAN,132,Small ribosomal subunit protein eS12 {ECO:0000303|PubMed:24524803},3D-structure; Acetylation; Cytoplasm; Direct protein sequencing; Nucleus;Reference proteome; Ribonucleoprotein; Ribosomal protein.,Gene Ontology,Preribosome-associated
Q92841,DDX17_HUMAN,729,Probable ATP-dependent RNA helicase DDX17,3D-structure; Acetylation; Alternative initiation; Alternative splicing;Antiviral defense; ATP-binding; Cytoplasm; Direct protein sequencing;Helicase; Hydrolase; Immunity; Isopeptide bond; Methylation;mRNA processing; mRNA splicing; Nucleotide-binding; Nucleus;Phosphoprotein; Reference proteome; RNA-binding;RNA-mediated gene silencing; rRNA processing; Transcription;Transcription regulation; Ubl conjugation.,Gene Ontology,RNA processing
Q6PI48,SYDM_HUMAN,645,"Aspartate--tRNA ligase, mitochondrial",3D-structure; Acetylation; Aminoacyl-tRNA synthetase; ATP-binding;Disease variant; Ligase; Membrane; Mitochondrion; Nucleotide-binding;Phosphoprotein; Protein biosynthesis; Reference proteome; Transit peptide.,Gene Ontology,
Q5QJE6,TDIF2_HUMAN,756,Deoxynucleotidyltransferase terminal-interacting protein 2,3D-structure; Coiled coil; Isopeptide bond; Nucleus; Phosphoprotein;Reference proteome; Transcription; Transcription regulation;Ubl conjugation.,Gene Ontology,Preribosome-associated
Q99626,CDX2_HUMAN,313,Homeobox protein CDX-2,3D-structure; Activator; Developmental protein; DNA-binding; Homeobox;Nucleus; Phosphoprotein; Reference proteome; Transcription;Transcription regulation; Ubl conjugation.,STRING,Methylated DNA binding;DNA-binding transcription factors
